estado,cidade,cidade_nome,mes,minima,maxima,precipitacao,link
DF,2091,Boa Vista,Junho,14°,25°,6,https://www.climatempo.com.br/climatologia/2091/df
DF,2091,Boa Vista,Julho,14°,26°,5,https://www.climatempo.com.br/climatologia/2091/df
DF,2091,Boa Vista,Agosto,16°,28°,15,https://www.climatempo.com.br/climatologia/2091/df
DF,2091,Boa Vista,Setembro,19°,30°,40,https://www.climatempo.com.br/climatologia/2091/df
DF,2091,Boa Vista,Outubro,20°,31°,117,https://www.climatempo.com.br/climatologia/2091/df
DF,2091,Boa Vista,Novembro,19°,27°,207,https://www.climatempo.com.br/climatologia/2091/df
DF,2091,Boa Vista,Dezembro,19°,26°,232,https://www.climatempo.com.br/climatologia/2091/df
DF,61,Brasília,Janeiro,17°,27°,247,https://www.climatempo.com.br/climatologia/61/df
DF,61,Brasília,Fevereiro,17°,27°,218,https://www.climatempo.com.br/climatologia/61/df
DF,61,Brasília,Março,18°,27°,181,https://www.climatempo.com.br/climatologia/61/df
DF,61,Brasília,Abril,17°,27°,124,https://www.climatempo.com.br/climatologia/61/df
DF,61,Brasília,Maio,15°,26°,39,https://www.climatempo.com.br/climatologia/61/df
DF,61,Brasília,Junho,13°,25°,9,https://www.climatempo.com.br/climatologia/61/df
DF,61,Brasília,Julho,13°,25°,11,https://www.climatempo.com.br/climatologia/61/df
DF,61,Brasília,Agosto,15°,27°,14,https://www.climatempo.com.br/climatologia/61/df
DF,61,Brasília,Setembro,16°,28°,55,https://www.climatempo.com.br/climatologia/61/df
DF,61,Brasília,Outubro,17°,28°,167,https://www.climatempo.com.br/climatologia/61/df
DF,61,Brasília,Novembro,18°,27°,231,https://www.climatempo.com.br/climatologia/61/df
DF,61,Brasília,Dezembro,18°,26°,246,https://www.climatempo.com.br/climatologia/61/df
DF,2147,Brazlândia,Janeiro,19°,26°,250,https://www.climatempo.com.br/climatologia/2147/df
DF,2147,Brazlândia,Fevereiro,18°,26°,190,https://www.climatempo.com.br/climatologia/2147/df
DF,2147,Brazlândia,Março,18°,25°,217,https://www.climatempo.com.br/climatologia/2147/df
DF,2147,Brazlândia,Abril,18°,26°,118,https://www.climatempo.com.br/climatologia/2147/df
DF,2147,Brazlândia,Maio,16°,26°,27,https://www.climatempo.com.br/climatologia/2147/df
DF,2147,Brazlândia,Junho,15°,26°,6,https://www.climatempo.com.br/climatologia/2147/df
DF,2147,Brazlândia,Julho,15°,26°,6,https://www.climatempo.com.br/climatologia/2147/df
DF,2147,Brazlândia,Agosto,16°,29°,16,https://www.climatempo.com.br/climatologia/2147/df
DF,2147,Brazlândia,Setembro,19°,31°,49,https://www.climatempo.com.br/climatologia/2147/df
DF,2147,Brazlândia,Outubro,20°,31°,133,https://www.climatempo.com.br/climatologia/2147/df
DF,2147,Brazlândia,Novembro,19°,27°,211,https://www.climatempo.com.br/climatologia/2147/df
DF,2147,Brazlândia,Dezembro,19°,26°,255,https://www.climatempo.com.br/climatologia/2147/df
DF,718,Ceilândia,Janeiro,19°,26°,250,https://www.climatempo.com.br/climatologia/718/df
DF,718,Ceilândia,Fevereiro,18°,26°,190,https://www.climatempo.com.br/climatologia/718/df
DF,718,Ceilândia,Março,18°,25°,217,https://www.climatempo.com.br/climatologia/718/df
DF,718,Ceilândia,Abril,18°,26°,118,https://www.climatempo.com.br/climatologia/718/df
DF,718,Ceilândia,Maio,16°,26°,27,https://www.climatempo.com.br/climatologia/718/df
DF,718,Ceilândia,Junho,14°,26°,6,https://www.climatempo.com.br/climatologia/718/df
DF,718,Ceilândia,Julho,14°,26°,6,https://www.climatempo.com.br/climatologia/718/df
DF,718,Ceilândia,Agosto,16°,29°,16,https://www.climatempo.com.br/climatologia/718/df
DF,718,Ceilândia,Setembro,19°,30°,49,https://www.climatempo.com.br/climatologia/718/df
DF,718,Ceilândia,Outubro,20°,31°,133,https://www.climatempo.com.br/climatologia/718/df
DF,718,Ceilândia,Novembro,19°,27°,211,https://www.climatempo.com.br/climatologia/718/df
DF,718,Ceilândia,Dezembro,19°,26°,255,https://www.climatempo.com.br/climatologia/718/df
ES,2032,Afonso Cláudio,Janeiro,18°,25°,224,https://www.climatempo.com.br/climatologia/2032/es
ES,2032,Afonso Cláudio,Fevereiro,18°,26°,115,https://www.climatempo.com.br/climatologia/2032/es
ES,2032,Afonso Cláudio,Março,18°,25°,164,https://www.climatempo.com.br/climatologia/2032/es
ES,2032,Afonso Cláudio,Abril,17°,24°,93,https://www.climatempo.com.br/climatologia/2032/es
ES,2032,Afonso Cláudio,Maio,15°,23°,46,https://www.climatempo.com.br/climatologia/2032/es
ES,2032,Afonso Cláudio,Junho,13°,22°,26,https://www.climatempo.com.br/climatologia/2032/es
ES,2032,Afonso Cláudio,Julho,13°,22°,24,https://www.climatempo.com.br/climatologia/2032/es
ES,2032,Afonso Cláudio,Agosto,14°,23°,31,https://www.climatempo.com.br/climatologia/2032/es
ES,2032,Afonso Cláudio,Setembro,15°,24°,51,https://www.climatempo.com.br/climatologia/2032/es
ES,2032,Afonso Cláudio,Outubro,17°,25°,104,https://www.climatempo.com.br/climatologia/2032/es
ES,2032,Afonso Cláudio,Novembro,18°,24°,211,https://www.climatempo.com.br/climatologia/2032/es
ES,2032,Afonso Cláudio,Dezembro,18°,25°,253,https://www.climatempo.com.br/climatologia/2032/es
ES,84,Vitória,Janeiro,23°,31°,119,https://www.climatempo.com.br/climatologia/84/es
ES,84,Vitória,Fevereiro,24°,32°,79,https://www.climatempo.com.br/climatologia/84/es
ES,84,Vitória,Março,23°,31°,108,https://www.climatempo.com.br/climatologia/84/es
ES,84,Vitória,Abril,22°,29°,98,https://www.climatempo.com.br/climatologia/84/es
ES,84,Vitória,Maio,21°,28°,86,https://www.climatempo.com.br/climatologia/84/es
ES,84,Vitória,Junho,20°,27°,62,https://www.climatempo.com.br/climatologia/84/es
ES,84,Vitória,Julho,19°,26°,85,https://www.climatempo.com.br/climatologia/84/es
ES,84,Vitória,Agosto,19°,27°,40,https://www.climatempo.com.br/climatologia/84/es
ES,84,Vitória,Setembro,20°,27°,90,https://www.climatempo.com.br/climatologia/84/es
ES,84,Vitória,Outubro,21°,27°,144,https://www.climatempo.com.br/climatologia/84/es
ES,84,Vitória,Novembro,22°,28°,165,https://www.climatempo.com.br/climatologia/84/es
ES,84,Vitória,Dezembro,22°,30°,176,https://www.climatempo.com.br/climatologia/84/es
ES,3566,Água Doce do Norte,Janeiro,20°,27°,173,https://www.climatempo.com.br/climatologia/3566/es
ES,3566,Água Doce do Norte,Fevereiro,20°,28°,98,https://www.climatempo.com.br/climatologia/3566/es
ES,3566,Água Doce do Norte,Março,20°,27°,135,https://www.climatempo.com.br/climatologia/3566/es
ES,3566,Água Doce do Norte,Abril,19°,26°,71,https://www.climatempo.com.br/climatologia/3566/es
ES,3566,Água Doce do Norte,Maio,17°,25°,38,https://www.climatempo.com.br/climatologia/3566/es
ES,3566,Água Doce do Norte,Junho,16°,24°,25,https://www.climatempo.com.br/climatologia/3566/es
ES,3566,Água Doce do Norte,Julho,16°,24°,25,https://www.climatempo.com.br/climatologia/3566/es
ES,3566,Água Doce do Norte,Agosto,16°,25°,29,https://www.climatempo.com.br/climatologia/3566/es
ES,3566,Água Doce do Norte,Setembro,17°,26°,38,https://www.climatempo.com.br/climatologia/3566/es
ES,3566,Água Doce do Norte,Outubro,19°,28°,82,https://www.climatempo.com.br/climatologia/3566/es
ES,3566,Água Doce do Norte,Novembro,19°,26°,180,https://www.climatempo.com.br/climatologia/3566/es
ES,3566,Água Doce do Norte,Dezembro,20°,27°,216,https://www.climatempo.com.br/climatologia/3566/es
ES,3567,Águia Branca,Janeiro,20°,28°,173,https://www.climatempo.com.br/climatologia/3567/es
ES,3567,Águia Branca,Fevereiro,20°,29°,98,https://www.climatempo.com.br/climatologia/3567/es
ES,3567,Águia Branca,Março,20°,28°,135,https://www.climatempo.com.br/climatologia/3567/es
ES,3567,Águia Branca,Abril,20°,27°,71,https://www.climatempo.com.br/climatologia/3567/es
ES,3567,Águia Branca,Maio,18°,26°,38,https://www.climatempo.com.br/climatologia/3567/es
ES,3567,Águia Branca,Junho,16°,25°,25,https://www.climatempo.com.br/climatologia/3567/es
ES,3567,Águia Branca,Julho,16°,25°,25,https://www.climatempo.com.br/climatologia/3567/es
ES,3567,Águia Branca,Agosto,16°,26°,29,https://www.climatempo.com.br/climatologia/3567/es
ES,3567,Águia Branca,Setembro,17°,26°,38,https://www.climatempo.com.br/climatologia/3567/es
ES,3567,Águia Branca,Outubro,19°,28°,82,https://www.climatempo.com.br/climatologia/3567/es
ES,3567,Águia Branca,Novembro,20°,27°,180,https://www.climatempo.com.br/climatologia/3567/es
ES,3567,Águia Branca,Dezembro,20°,28°,216,https://www.climatempo.com.br/climatologia/3567/es
GO,4977,Abadia de Goiás,Janeiro,20°,27°,257,https://www.climatempo.com.br/climatologia/4977/go
GO,4977,Abadia de Goiás,Fevereiro,20°,28°,211,https://www.climatempo.com.br/climatologia/4977/go
GO,4977,Abadia de Goiás,Março,19°,27°,225,https://www.climatempo.com.br/climatologia/4977/go
GO,4977,Abadia de Goiás,Abril,19°,27°,103,https://www.climatempo.com.br/climatologia/4977/go
GO,4977,Abadia de Goiás,Maio,17°,27°,29,https://www.climatempo.com.br/climatologia/4977/go
GO,4977,Abadia de Goiás,Junho,17°,28°,8,https://www.climatempo.com.br/climatologia/4977/go
GO,4977,Abadia de Goiás,Julho,17°,29°,6,https://www.climatempo.com.br/climatologia/4977/go
GO,4977,Abadia de Goiás,Agosto,19°,31°,14,https://www.climatempo.com.br/climatologia/4977/go
GO,4977,Abadia de Goiás,Setembro,22°,33°,55,https://www.climatempo.com.br/climatologia/4977/go
GO,4977,Abadia de Goiás,Outubro,23°,33°,126,https://www.climatempo.com.br/climatologia/4977/go
GO,4977,Abadia de Goiás,Novembro,21°,30°,206,https://www.climatempo.com.br/climatologia/4977/go
GO,4977,Abadia de Goiás,Dezembro,21°,29°,264,https://www.climatempo.com.br/climatologia/4977/go
GO,4793,Abadiânia,Janeiro,19°,26°,257,https://www.climatempo.com.br/climatologia/4793/go
GO,4793,Abadiânia,Fevereiro,19°,26°,206,https://www.climatempo.com.br/climatologia/4793/go
GO,4793,Abadiânia,Março,18°,25°,225,https://www.climatempo.com.br/climatologia/4793/go
GO,4793,Abadiânia,Abril,18°,26°,112,https://www.climatempo.com.br/climatologia/4793/go
GO,4793,Abadiânia,Maio,16°,26°,31,https://www.climatempo.com.br/climatologia/4793/go
GO,4793,Abadiânia,Junho,15°,26°,8,https://www.climatempo.com.br/climatologia/4793/go
GO,4793,Abadiânia,Julho,15°,27°,7,https://www.climatempo.com.br/climatologia/4793/go
GO,4793,Abadiânia,Agosto,17°,29°,18,https://www.climatempo.com.br/climatologia/4793/go
GO,4793,Abadiânia,Setembro,20°,31°,52,https://www.climatempo.com.br/climatologia/4793/go
GO,4793,Abadiânia,Outubro,21°,31°,137,https://www.climatempo.com.br/climatologia/4793/go
GO,4793,Abadiânia,Novembro,19°,27°,206,https://www.climatempo.com.br/climatologia/4793/go
GO,4793,Abadiânia,Dezembro,19°,26°,267,https://www.climatempo.com.br/climatologia/4793/go
GO,1004,Acreúna,Janeiro,21°,29°,244,https://www.climatempo.com.br/climatologia/1004/go
GO,1004,Acreúna,Fevereiro,21°,29°,197,https://www.climatempo.com.br/climatologia/1004/go
GO,1004,Acreúna,Março,20°,28°,212,https://www.climatempo.com.br/climatologia/1004/go
GO,1004,Acreúna,Abril,19°,28°,90,https://www.climatempo.com.br/climatologia/1004/go
GO,1004,Acreúna,Maio,17°,28°,28,https://www.climatempo.com.br/climatologia/1004/go
GO,1004,Acreúna,Junho,16°,28°,15,https://www.climatempo.com.br/climatologia/1004/go
GO,1004,Acreúna,Julho,17°,30°,5,https://www.climatempo.com.br/climatologia/1004/go
GO,1004,Acreúna,Agosto,20°,33°,16,https://www.climatempo.com.br/climatologia/1004/go
GO,1004,Acreúna,Setembro,22°,34°,58,https://www.climatempo.com.br/climatologia/1004/go
GO,1004,Acreúna,Outubro,23°,34°,112,https://www.climatempo.com.br/climatologia/1004/go
GO,1004,Acreúna,Novembro,22°,31°,178,https://www.climatempo.com.br/climatologia/1004/go
GO,1004,Acreúna,Dezembro,21°,30°,248,https://www.climatempo.com.br/climatologia/1004/go
GO,88,Goiânia,Janeiro,20°,29°,267,https://www.climatempo.com.br/climatologia/88/go
GO,88,Goiânia,Fevereiro,20°,29°,215,https://www.climatempo.com.br/climatologia/88/go
GO,88,Goiânia,Março,20°,30°,207,https://www.climatempo.com.br/climatologia/88/go
GO,88,Goiânia,Abril,19°,30°,119,https://www.climatempo.com.br/climatologia/88/go
GO,88,Goiânia,Maio,16°,29°,36,https://www.climatempo.com.br/climatologia/88/go
GO,88,Goiânia,Junho,14°,29°,9,https://www.climatempo.com.br/climatologia/88/go
GO,88,Goiânia,Julho,13°,29°,7,https://www.climatempo.com.br/climatologia/88/go
GO,88,Goiânia,Agosto,15°,31°,13,https://www.climatempo.com.br/climatologia/88/go
GO,88,Goiânia,Setembro,18°,32°,45,https://www.climatempo.com.br/climatologia/88/go
GO,88,Goiânia,Outubro,20°,31°,167,https://www.climatempo.com.br/climatologia/88/go
GO,88,Goiânia,Novembro,20°,30°,219,https://www.climatempo.com.br/climatologia/88/go
GO,88,Goiânia,Dezembro,20°,29°,268,https://www.climatempo.com.br/climatologia/88/go
MA,6580,Afonso Cunha,Janeiro,23°,31°,209,https://www.climatempo.com.br/climatologia/6580/ma
MA,6580,Afonso Cunha,Fevereiro,23°,30°,242,https://www.climatempo.com.br/climatologia/6580/ma
MA,6580,Afonso Cunha,Março,23°,29°,337,https://www.climatempo.com.br/climatologia/6580/ma
MA,6580,Afonso Cunha,Abril,23°,28°,295,https://www.climatempo.com.br/climatologia/6580/ma
MA,6580,Afonso Cunha,Maio,23°,29°,170,https://www.climatempo.com.br/climatologia/6580/ma
MA,6580,Afonso Cunha,Junho,22°,29°,47,https://www.climatempo.com.br/climatologia/6580/ma
MA,6580,Afonso Cunha,Julho,21°,31°,21,https://www.climatempo.com.br/climatologia/6580/ma
MA,6580,Afonso Cunha,Agosto,22°,33°,11,https://www.climatempo.com.br/climatologia/6580/ma
MA,6580,Afonso Cunha,Setembro,23°,35°,12,https://www.climatempo.com.br/climatologia/6580/ma
MA,6580,Afonso Cunha,Outubro,24°,36°,20,https://www.climatempo.com.br/climatologia/6580/ma
MA,6580,Afonso Cunha,Novembro,24°,35°,34,https://www.climatempo.com.br/climatologia/6580/ma
MA,6580,Afonso Cunha,Dezembro,24°,33°,104,https://www.climatempo.com.br/climatologia/6580/ma
MA,1034,Açailândia,Janeiro,22°,29°,274,https://www.climatempo.com.br/climatologia/1034/ma
MA,1034,Açailândia,Fevereiro,22°,28°,311,https://www.climatempo.com.br/climatologia/1034/ma
MA,1034,Açailândia,Março,22°,28°,357,https://www.climatempo.com.br/climatologia/1034/ma
MA,1034,Açailândia,Abril,22°,28°,276,https://www.climatempo.com.br/climatologia/1034/ma
MA,1034,Açailândia,Maio,21°,30°,115,https://www.climatempo.com.br/climatologia/1034/ma
MA,1034,Açailândia,Junho,20°,30°,26,https://www.climatempo.com.br/climatologia/1034/ma
MA,1034,Açailândia,Julho,19°,31°,16,https://www.climatempo.com.br/climatologia/1034/ma
MA,1034,Açailândia,Agosto,21°,34°,12,https://www.climatempo.com.br/climatologia/1034/ma
MA,1034,Açailândia,Setembro,23°,34°,40,https://www.climatempo.com.br/climatologia/1034/ma
MA,1034,Açailândia,Outubro,24°,33°,68,https://www.climatempo.com.br/climatologia/1034/ma
MA,1034,Açailândia,Novembro,24°,33°,120,https://www.climatempo.com.br/climatologia/1034/ma
MA,1034,Açailândia,Dezembro,23°,31°,196,https://www.climatempo.com.br/climatologia/1034/ma
MA,94,São Luís,Janeiro,24°,30°,244,https://www.climatempo.com.br/climatologia/94/ma
MA,94,São Luís,Fevereiro,23°,29°,373,https://www.climatempo.com.br/climatologia/94/ma
MA,94,São Luís,Março,23°,29°,428,https://www.climatempo.com.br/climatologia/94/ma
MA,94,São Luís,Abril,23°,30°,476,https://www.climatempo.com.br/climatologia/94/ma
MA,94,São Luís,Maio,23°,30°,317,https://www.climatempo.com.br/climatologia/94/ma
MA,94,São Luís,Junho,23°,30°,173,https://www.climatempo.com.br/climatologia/94/ma
MA,94,São Luís,Julho,23°,30°,131,https://www.climatempo.com.br/climatologia/94/ma
MA,94,São Luís,Agosto,23°,31°,29,https://www.climatempo.com.br/climatologia/94/ma
MA,94,São Luís,Setembro,24°,31°,23,https://www.climatempo.com.br/climatologia/94/ma
MA,94,São Luís,Outubro,24°,31°,8,https://www.climatempo.com.br/climatologia/94/ma
MA,94,São Luís,Novembro,24°,31°,11,https://www.climatempo.com.br/climatologia/94/ma
MA,94,São Luís,Dezembro,24°,31°,77,https://www.climatempo.com.br/climatologia/94/ma
MA,6004,Água Doce do Maranhão,Janeiro,25°,31°,152,https://www.climatempo.com.br/climatologia/6004/ma
MA,6004,Água Doce do Maranhão,Fevereiro,25°,31°,213,https://www.climatempo.com.br/climatologia/6004/ma
MA,6004,Água Doce do Maranhão,Março,25°,30°,305,https://www.climatempo.com.br/climatologia/6004/ma
MA,6004,Água Doce do Maranhão,Abril,25°,30°,286,https://www.climatempo.com.br/climatologia/6004/ma
MA,6004,Água Doce do Maranhão,Maio,25°,30°,191,https://www.climatempo.com.br/climatologia/6004/ma
MA,6004,Água Doce do Maranhão,Junho,25°,31°,69,https://www.climatempo.com.br/climatologia/6004/ma
MA,6004,Água Doce do Maranhão,Julho,25°,32°,47,https://www.climatempo.com.br/climatologia/6004/ma
MA,6004,Água Doce do Maranhão,Agosto,25°,33°,10,https://www.climatempo.com.br/climatologia/6004/ma
MA,6004,Água Doce do Maranhão,Setembro,25°,33°,7,https://www.climatempo.com.br/climatologia/6004/ma
MA,6004,Água Doce do Maranhão,Outubro,26°,33°,5,https://www.climatempo.com.br/climatologia/6004/ma
MA,6004,Água Doce do Maranhão,Novembro,26°,33°,7,https://www.climatempo.com.br/climatologia/6004/ma
MA,6004,Água Doce do Maranhão,Dezembro,26°,33°,42,https://www.climatempo.com.br/climatologia/6004/ma
MG,4102,Abadia dos Dourados,Janeiro,19°,27°,275,https://www.climatempo.com.br/climatologia/4102/mg
MG,4102,Abadia dos Dourados,Fevereiro,19°,27°,191,https://www.climatempo.com.br/climatologia/4102/mg
MG,4102,Abadia dos Dourados,Março,19°,26°,174,https://www.climatempo.com.br/climatologia/4102/mg
MG,4102,Abadia dos Dourados,Abril,18°,26°,69,https://www.climatempo.com.br/climatologia/4102/mg
MG,4102,Abadia dos Dourados,Maio,15°,25°,28,https://www.climatempo.com.br/climatologia/4102/mg
MG,4102,Abadia dos Dourados,Junho,14°,25°,10,https://www.climatempo.com.br/climatologia/4102/mg
MG,4102,Abadia dos Dourados,Julho,15°,26°,8,https://www.climatempo.com.br/climatologia/4102/mg
MG,4102,Abadia dos Dourados,Agosto,17°,29°,14,https://www.climatempo.com.br/climatologia/4102/mg
MG,4102,Abadia dos Dourados,Setembro,20°,31°,42,https://www.climatempo.com.br/climatologia/4102/mg
MG,4102,Abadia dos Dourados,Outubro,21°,32°,96,https://www.climatempo.com.br/climatologia/4102/mg
MG,4102,Abadia dos Dourados,Novembro,20°,29°,181,https://www.climatempo.com.br/climatologia/4102/mg
MG,4102,Abadia dos Dourados,Dezembro,20°,28°,268,https://www.climatempo.com.br/climatologia/4102/mg
MG,95,Abaeté,Janeiro,20°,27°,256,https://www.climatempo.com.br/climatologia/95/mg
MG,95,Abaeté,Fevereiro,19°,27°,171,https://www.climatempo.com.br/climatologia/95/mg
MG,95,Abaeté,Março,19°,26°,167,https://www.climatempo.com.br/climatologia/95/mg
MG,95,Abaeté,Abril,17°,26°,63,https://www.climatempo.com.br/climatologia/95/mg
MG,95,Abaeté,Maio,15°,25°,30,https://www.climatempo.com.br/climatologia/95/mg
MG,95,Abaeté,Junho,14°,25°,9,https://www.climatempo.com.br/climatologia/95/mg
MG,95,Abaeté,Julho,14°,26°,8,https://www.climatempo.com.br/climatologia/95/mg
MG,95,Abaeté,Agosto,16°,28°,13,https://www.climatempo.com.br/climatologia/95/mg
MG,95,Abaeté,Setembro,18°,30°,39,https://www.climatempo.com.br/climatologia/95/mg
MG,95,Abaeté,Outubro,20°,31°,90,https://www.climatempo.com.br/climatologia/95/mg
MG,95,Abaeté,Novembro,20°,28°,180,https://www.climatempo.com.br/climatologia/95/mg
MG,95,Abaeté,Dezembro,20°,28°,261,https://www.climatempo.com.br/climatologia/95/mg
MG,3569,Abre Campo,Janeiro,18°,24°,257,https://www.climatempo.com.br/climatologia/3569/mg
MG,3569,Abre Campo,Fevereiro,18°,25°,136,https://www.climatempo.com.br/climatologia/3569/mg
MG,3569,Abre Campo,Março,18°,24°,151,https://www.climatempo.com.br/climatologia/3569/mg
MG,3569,Abre Campo,Abril,16°,23°,69,https://www.climatempo.com.br/climatologia/3569/mg
MG,3569,Abre Campo,Maio,14°,21°,37,https://www.climatempo.com.br/climatologia/3569/mg
MG,3569,Abre Campo,Junho,13°,21°,15,https://www.climatempo.com.br/climatologia/3569/mg
MG,3569,Abre Campo,Julho,13°,21°,10,https://www.climatempo.com.br/climatologia/3569/mg
MG,3569,Abre Campo,Agosto,14°,23°,21,https://www.climatempo.com.br/climatologia/3569/mg
MG,3569,Abre Campo,Setembro,15°,24°,49,https://www.climatempo.com.br/climatologia/3569/mg
MG,3569,Abre Campo,Outubro,17°,26°,103,https://www.climatempo.com.br/climatologia/3569/mg
MG,3569,Abre Campo,Novembro,18°,24°,209,https://www.climatempo.com.br/climatologia/3569/mg
MG,3569,Abre Campo,Dezembro,18°,24°,283,https://www.climatempo.com.br/climatologia/3569/mg
MG,3570,Acaiaca,Janeiro,19°,25°,285,https://www.climatempo.com.br/climatologia/3570/mg
MG,3570,Acaiaca,Fevereiro,19°,26°,150,https://www.climatempo.com.br/climatologia/3570/mg
MG,3570,Acaiaca,Março,18°,25°,165,https://www.climatempo.com.br/climatologia/3570/mg
MG,3570,Acaiaca,Abril,17°,25°,72,https://www.climatempo.com.br/climatologia/3570/mg
MG,3570,Acaiaca,Maio,15°,23°,34,https://www.climatempo.com.br/climatologia/3570/mg
MG,3570,Acaiaca,Junho,14°,22°,12,https://www.climatempo.com.br/climatologia/3570/mg
MG,3570,Acaiaca,Julho,13°,22°,10,https://www.climatempo.com.br/climatologia/3570/mg
MG,3570,Acaiaca,Agosto,15°,24°,20,https://www.climatempo.com.br/climatologia/3570/mg
MG,3570,Acaiaca,Setembro,16°,25°,58,https://www.climatempo.com.br/climatologia/3570/mg
MG,3570,Acaiaca,Outubro,18°,27°,101,https://www.climatempo.com.br/climatologia/3570/mg
MG,3570,Acaiaca,Novembro,18°,26°,214,https://www.climatempo.com.br/climatologia/3570/mg
MG,3570,Acaiaca,Dezembro,19°,25°,307,https://www.climatempo.com.br/climatologia/3570/mg
MS,1108,Albuquerque,Janeiro,25°,35°,194,https://www.climatempo.com.br/climatologia/1108/ms
MS,1108,Albuquerque,Fevereiro,25°,34°,188,https://www.climatempo.com.br/climatologia/1108/ms
MS,1108,Albuquerque,Março,24°,34°,210,https://www.climatempo.com.br/climatologia/1108/ms
MS,1108,Albuquerque,Abril,23°,33°,127,https://www.climatempo.com.br/climatologia/1108/ms
MS,1108,Albuquerque,Maio,19°,28°,126,https://www.climatempo.com.br/climatologia/1108/ms
MS,1108,Albuquerque,Junho,18°,29°,91,https://www.climatempo.com.br/climatologia/1108/ms
MS,1108,Albuquerque,Julho,18°,29°,90,https://www.climatempo.com.br/climatologia/1108/ms
MS,1108,Albuquerque,Agosto,21°,33°,100,https://www.climatempo.com.br/climatologia/1108/ms
MS,1108,Albuquerque,Setembro,22°,35°,119,https://www.climatempo.com.br/climatologia/1108/ms
MS,1108,Albuquerque,Outubro,25°,36°,81,https://www.climatempo.com.br/climatologia/1108/ms
MS,1108,Albuquerque,Novembro,25°,36°,119,https://www.climatempo.com.br/climatologia/1108/ms
MS,1108,Albuquerque,Dezembro,25°,36°,171,https://www.climatempo.com.br/climatologia/1108/ms
MS,2759,Alcinópolis,Janeiro,22°,29°,269,https://www.climatempo.com.br/climatologia/2759/ms
MS,2759,Alcinópolis,Fevereiro,22°,29°,227,https://www.climatempo.com.br/climatologia/2759/ms
MS,2759,Alcinópolis,Março,21°,29°,198,https://www.climatempo.com.br/climatologia/2759/ms
MS,2759,Alcinópolis,Abril,20°,29°,97,https://www.climatempo.com.br/climatologia/2759/ms
MS,2759,Alcinópolis,Maio,17°,28°,58,https://www.climatempo.com.br/climatologia/2759/ms
MS,2759,Alcinópolis,Junho,17°,29°,22,https://www.climatempo.com.br/climatologia/2759/ms
MS,2759,Alcinópolis,Julho,17°,30°,15,https://www.climatempo.com.br/climatologia/2759/ms
MS,2759,Alcinópolis,Agosto,19°,33°,23,https://www.climatempo.com.br/climatologia/2759/ms
MS,2759,Alcinópolis,Setembro,22°,34°,69,https://www.climatempo.com.br/climatologia/2759/ms
MS,2759,Alcinópolis,Outubro,23°,34°,128,https://www.climatempo.com.br/climatologia/2759/ms
MS,2759,Alcinópolis,Novembro,22°,32°,195,https://www.climatempo.com.br/climatologia/2759/ms
MS,2759,Alcinópolis,Dezembro,22°,30°,247,https://www.climatempo.com.br/climatologia/2759/ms
MS,212,Campo Grande,Janeiro,20°,30°,232,https://www.climatempo.com.br/climatologia/212/ms
MS,212,Campo Grande,Fevereiro,20°,30°,174,https://www.climatempo.com.br/climatologia/212/ms
MS,212,Campo Grande,Março,20°,30°,152,https://www.climatempo.com.br/climatologia/212/ms
MS,212,Campo Grande,Abril,18°,29°,117,https://www.climatempo.com.br/climatologia/212/ms
MS,212,Campo Grande,Maio,16°,27°,97,https://www.climatempo.com.br/climatologia/212/ms
MS,212,Campo Grande,Junho,15°,27°,38,https://www.climatempo.com.br/climatologia/212/ms
MS,212,Campo Grande,Julho,15°,28°,41,https://www.climatempo.com.br/climatologia/212/ms
MS,212,Campo Grande,Agosto,16°,29°,31,https://www.climatempo.com.br/climatologia/212/ms
MS,212,Campo Grande,Setembro,18°,30°,74,https://www.climatempo.com.br/climatologia/212/ms
MS,212,Campo Grande,Outubro,19°,31°,148,https://www.climatempo.com.br/climatologia/212/ms
MS,212,Campo Grande,Novembro,20°,30°,207,https://www.climatempo.com.br/climatologia/212/ms
MS,212,Campo Grande,Dezembro,20°,30°,225,https://www.climatempo.com.br/climatologia/212/ms
MS,2645,Água Clara,Janeiro,23°,32°,248,https://www.climatempo.com.br/climatologia/2645/ms
MS,2645,Água Clara,Fevereiro,23°,31°,190,https://www.climatempo.com.br/climatologia/2645/ms
MS,2645,Água Clara,Março,22°,31°,174,https://www.climatempo.com.br/climatologia/2645/ms
MS,2645,Água Clara,Abril,21°,30°,86,https://www.climatempo.com.br/climatologia/2645/ms
MS,2645,Água Clara,Maio,17°,26°,76,https://www.climatempo.com.br/climatologia/2645/ms
MS,2645,Água Clara,Junho,16°,27°,29,https://www.climatempo.com.br/climatologia/2645/ms
MS,2645,Água Clara,Julho,16°,28°,26,https://www.climatempo.com.br/climatologia/2645/ms
MS,2645,Água Clara,Agosto,18°,32°,29,https://www.climatempo.com.br/climatologia/2645/ms
MS,2645,Água Clara,Setembro,20°,34°,75,https://www.climatempo.com.br/climatologia/2645/ms
MS,2645,Água Clara,Outubro,22°,34°,116,https://www.climatempo.com.br/climatologia/2645/ms
MS,2645,Água Clara,Novembro,23°,33°,142,https://www.climatempo.com.br/climatologia/2645/ms
MS,2645,Água Clara,Dezembro,23°,33°,208,https://www.climatempo.com.br/climatologia/2645/ms
MT,5466,Acorizal,Janeiro,23°,31°,249,https://www.climatempo.com.br/climatologia/5466/mt
